ID,Language_ID,Parameter_ID,Value,Code_ID,Comment
dist-mala1484,mala1484,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mala1484,mala1484,repl_hand,no,repl_hand-no,
repl_five-mala1484,mala1484,repl_five,yes,repl_five-yes,
five_replacement-mala1484,mala1484,five_replacement,loan ?,five_replacement-unclear,
colex-tali1259,tali1259,colex,full colexification,colex-fullcolexification,
repl_hand-tali1259,tali1259,repl_hand,no,repl_hand-no,
repl_five-tali1259,tali1259,repl_five,no,repl_five-no,
colex-bira1254,bira1254,colex,full colexification,colex-fullcolexification,
repl_hand-bira1254,bira1254,repl_hand,no,repl_hand-no,
repl_five-bira1254,bira1254,repl_five,no,repl_five-no,
colex-long1395,long1395,colex,full colexification,colex-fullcolexification,
repl_hand-long1395,long1395,repl_hand,no,repl_hand-no,
repl_five-long1395,long1395,repl_five,no,repl_five-no,
colex-gula1270,gula1270,colex,lexically distinct,colex-lexicallydistinct,
dist-gula1270,gula1270,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-gula1270,gula1270,repl_hand,yes,repl_hand-yes,
repl_five-gula1270,gula1270,repl_five,no,repl_five-no,
hand_replacement-gula1270,gula1270,hand_replacement,"PNCV *bisu ‘finger, toe, nail’ < POC *bwisi ‘finger (?)’",hand_replacement-partofthearm,
colex-kwai1243,kwai1243,colex,full colexification,colex-fullcolexification,
repl_hand-kwai1243,kwai1243,repl_hand,no,repl_hand-no,
repl_five-kwai1243,kwai1243,repl_five,no,repl_five-no,
colex-kwar1239,kwar1239,colex,full colexification,colex-fullcolexification,
repl_hand-kwar1239,kwar1239,repl_hand,no,repl_hand-no,
repl_five-kwar1239,kwar1239,repl_five,no,repl_five-no,
colex-baeg1237,baeg1237,colex,lexically distinct,colex-lexicallydistinct,
dist-baeg1237,baeg1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-baeg1237,baeg1237,repl_hand,yes,repl_hand-yes,
repl_five-baeg1237,baeg1237,repl_five,no,repl_five-no,
hand_replacement-baeg1237,baeg1237,hand_replacement,"PNCV *bisu ‘finger, toe, nail’ < POC *bwisi ‘finger (?)’",hand_replacement-partofthearm,
colex-bael1237,bael1237,colex,lexically distinct,colex-lexicallydistinct,
dist-bael1237,bael1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-bael1237,bael1237,repl_hand,yes,repl_hand-yes,
repl_five-bael1237,bael1237,repl_five,no,repl_five-no,
hand_replacement-bael1237,bael1237,hand_replacement,"PNCV *bisu ‘finger, toe, nail’ < POC *bwisi ‘finger (?)’",hand_replacement-partofthearm,
colex-fata1245,fata1245,colex,lexically distinct,colex-lexicallydistinct,
dist-fata1245,fata1245,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-fata1245,fata1245,repl_hand,yes,repl_hand-yes,
repl_five-fata1245,fata1245,repl_five,no,repl_five-no,
hand_replacement-fata1245,fata1245,hand_replacement,"PNCV *bisu ‘finger, toe, nail’ < POC *bwisi ‘finger (?)’",hand_replacement-partofthearm,
colex-lauu1247,lauu1247,colex,lexically distinct,colex-lexicallydistinct,
dist-lauu1247,lauu1247,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-lauu1247,lauu1247,repl_hand,yes,repl_hand-yes,
repl_five-lauu1247,lauu1247,repl_five,no,repl_five-no,
hand_replacement-lauu1247,lauu1247,hand_replacement,"PNCV *bisu ‘finger, toe, nail’ < POC *bwisi ‘finger (?)’",hand_replacement-partofthearm,
colex-toab1237,toab1237,colex,lexically distinct,colex-lexicallydistinct,
dist-toab1237,toab1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-toab1237,toab1237,repl_hand,yes,repl_hand-yes,
repl_five-toab1237,toab1237,repl_five,no,repl_five-no,
hand_replacement-toab1237,toab1237,hand_replacement,"PNCV *bisu ‘finger, toe, nail’ < POC *bwisi ‘finger (?)’",hand_replacement-partofthearm,
colex-wala1266,wala1266,colex,full colexification,colex-fullcolexification,
repl_hand-wala1266,wala1266,repl_hand,no,repl_hand-no,
repl_five-wala1266,wala1266,repl_five,no,repl_five-no,
colex-area1240,area1240,colex,lexically distinct,colex-lexicallydistinct,
dist-area1240,area1240,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-area1240,area1240,repl_hand,yes,repl_hand-yes,
repl_five-area1240,area1240,repl_five,no,repl_five-no,
hand_replacement-area1240,area1240,hand_replacement,unclear,hand_replacement-unclear,
colex-dori1246,dori1246,colex,lexically distinct,colex-lexicallydistinct,
dist-dori1246,dori1246,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-dori1246,dori1246,repl_hand,yes,repl_hand-yes,
repl_five-dori1246,dori1246,repl_five,no,repl_five-no,
hand_replacement-dori1246,dori1246,hand_replacement,unclear,hand_replacement-unclear,
colex-oroh1237,oroh1237,colex,lexically distinct,colex-lexicallydistinct,
dist-oroh1237,oroh1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-oroh1237,oroh1237,repl_hand,yes,repl_hand-yes,
repl_five-oroh1237,oroh1237,repl_five,no,repl_five-no,
hand_replacement-oroh1237,oroh1237,hand_replacement,unclear,hand_replacement-unclear,
colex-saaa1240,saaa1240,colex,full colexification,colex-fullcolexification,
repl_hand-saaa1240,saaa1240,repl_hand,no,repl_hand-no,
repl_five-saaa1240,saaa1240,repl_five,no,repl_five-no,
colex-aros1241,aros1241,colex,full colexification,colex-fullcolexification,
repl_hand-aros1241,aros1241,repl_hand,no,repl_hand-no,
repl_five-aros1241,aros1241,repl_five,no,repl_five-no,
colex-baur1252,baur1252,colex,full colexification,colex-fullcolexification,
repl_hand-baur1252,baur1252,repl_hand,no,repl_hand-no,
repl_five-baur1252,baur1252,repl_five,no,repl_five-no,
colex-faga1239,faga1239,colex,full colexification,colex-fullcolexification,
repl_hand-faga1239,faga1239,repl_hand,no,repl_hand-no,
repl_five-faga1239,faga1239,repl_five,no,repl_five-no,
colex-kahu1241,kahu1241,colex,lexically distinct,colex-lexicallydistinct,
dist-kahu1241,kahu1241,dist,phonological change,dist-phonologicalchange,
repl_hand-kahu1241,kahu1241,repl_hand,no,repl_hand-no,
repl_five-kahu1241,kahu1241,repl_five,no,repl_five-no,
colex-owaa1237,owaa1237,colex,full colexification,colex-fullcolexification,
repl_hand-owaa1237,owaa1237,repl_hand,no,repl_hand-no,
repl_five-owaa1237,owaa1237,repl_five,no,repl_five-no,
colex-ayiw1239,ayiw1239,colex,lexically distinct,colex-lexicallydistinct,
dist-ayiw1239,ayiw1239,dist,phonological change,dist-phonologicalchange,
repl_hand-ayiw1239,ayiw1239,repl_hand,no,repl_hand-no,
repl_five-ayiw1239,ayiw1239,repl_five,no,repl_five-no,
colex-nang1262,nang1262,colex,lexically distinct,colex-lexicallydistinct,
dist-nang1262,nang1262,dist,phonological change,dist-phonologicalchange,
repl_hand-nang1262,nang1262,repl_hand,no,repl_hand-no,
repl_five-nang1262,nang1262,repl_five,no,repl_five-no,
colex-nalo1235,nalo1235,colex,unknown,colex-unknown,
repl_hand-nalo1235,nalo1235,repl_hand,unknown,repl_hand-unknown,
repl_five-nalo1235,nalo1235,repl_five,no,repl_five-no,
colex-natu1246,natu1246,colex,lexically distinct,colex-lexicallydistinct,
dist-natu1246,natu1246,dist,phonological change,dist-phonologicalchange,
repl_hand-natu1246,natu1246,repl_hand,no,repl_hand-no,
repl_five-natu1246,natu1246,repl_five,no,repl_five-no,
colex-vano1237,vano1237,colex,lexically distinct,colex-lexicallydistinct,
dist-vano1237,vano1237,dist,phonological change,dist-phonologicalchange,
repl_hand-vano1237,vano1237,repl_hand,no,repl_hand-no,
repl_five-vano1237,vano1237,repl_five,no,repl_five-no,
colex-tane1237,tane1237,colex,lexically distinct,colex-lexicallydistinct,
dist-tane1237,tane1237,dist,phonological change,dist-phonologicalchange,
repl_hand-tane1237,tane1237,repl_hand,no,repl_hand-no,
repl_five-tane1237,tane1237,repl_five,no,repl_five-no,
colex-tean1237,tean1237,colex,lexically distinct,colex-lexicallydistinct,
dist-tean1237,tean1237,dist,phonological change,dist-phonologicalchange,
repl_hand-tean1237,tean1237,repl_hand,no,repl_hand-no,
repl_five-tean1237,tean1237,repl_five,no,repl_five-no,
colex-amba1266,amba1266,colex,lexically distinct,colex-lexicallydistinct,
dist-amba1266,amba1266,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-amba1266,amba1266,repl_hand,yes,repl_hand-yes,
repl_five-amba1266,amba1266,repl_five,yes,repl_five-yes,
hand_replacement-amba1266,amba1266,hand_replacement,unclear,hand_replacement-unclear,
five_replacement-amba1266,amba1266,five_replacement,one count ?,five_replacement-count,
colex-asum1237,asum1237,colex,lexically distinct,colex-lexicallydistinct,
dist-asum1237,asum1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-asum1237,asum1237,repl_hand,yes,repl_hand-yes,
repl_five-asum1237,asum1237,repl_five,no,repl_five-no,
hand_replacement-asum1237,asum1237,hand_replacement,unclear,hand_replacement-unclear,
colex-tani1255,tani1255,colex,lexically distinct,colex-lexicallydistinct,
dist-tani1255,tani1255,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tani1255,tani1255,repl_hand,yes,repl_hand-yes,
repl_five-tani1255,tani1255,repl_five,no,repl_five-no,
hand_replacement-tani1255,tani1255,hand_replacement,unclear,hand_replacement-unclear,
colex-hiww1237,hiww1237,colex,lexically distinct,colex-lexicallydistinct,
dist-hiww1237,hiww1237,dist,phonological change,dist-phonologicalchange,
repl_hand-hiww1237,hiww1237,repl_hand,no,repl_hand-no,
repl_five-hiww1237,hiww1237,repl_five,no,repl_five-no,
colex-loto1240,loto1240,colex,partial colexification,colex-partialcolexification,
repl_hand-loto1240,loto1240,repl_hand,no,repl_hand-no,
repl_five-loto1240,loto1240,repl_five,no,repl_five-no,
colex-leha1243,leha1243,colex,lexically distinct,colex-lexicallydistinct,
dist-leha1243,leha1243,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-leha1243,leha1243,repl_hand,yes,repl_hand-yes,
repl_five-leha1243,leha1243,repl_five,no,repl_five-no,
hand_replacement-leha1243,leha1243,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
colex-leha1244,leha1244,colex,lexically distinct,colex-lexicallydistinct,
dist-leha1244,leha1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-leha1244,leha1244,repl_hand,yes,repl_hand-yes,
repl_five-leha1244,leha1244,repl_five,no,repl_five-no,
hand_replacement-leha1244,leha1244,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
colex-motl1237,motl1237,colex,lexically distinct,colex-lexicallydistinct,
dist-motl1237,motl1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-motl1237,motl1237,repl_hand,yes,repl_hand-yes,
repl_five-motl1237,motl1237,repl_five,no,repl_five-no,
hand_replacement-motl1237,motl1237,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
colex-mota1237,mota1237,colex,lexically distinct,colex-lexicallydistinct,
dist-mota1237,mota1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mota1237,mota1237,repl_hand,yes,repl_hand-yes,
repl_five-mota1237,mota1237,repl_five,no,repl_five-no,
hand_replacement-mota1237,mota1237,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
colex-leme1238,leme1238,colex,lexically distinct,colex-lexicallydistinct,
dist-leme1238,leme1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-leme1238,leme1238,repl_hand,yes,repl_hand-yes,
repl_five-leme1238,leme1238,repl_five,no,repl_five-no,
hand_replacement-leme1238,leme1238,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
colex-vera1241,vera1241,colex,lexically distinct,colex-lexicallydistinct,
dist-vera1241,vera1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-vera1241,vera1241,repl_hand,yes,repl_hand-yes,
repl_five-vera1241,vera1241,repl_five,no,repl_five-no,
hand_replacement-vera1241,vera1241,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
colex-vure1239,vure1239,colex,lexically distinct,colex-lexicallydistinct,
dist-vure1239,vure1239,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-vure1239,vure1239,repl_hand,yes,repl_hand-yes,
repl_five-vure1239,vure1239,repl_five,no,repl_five-no,
hand_replacement-vure1239,vure1239,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
colex-nume1241,nume1241,colex,partial colexification,colex-partialcolexification,
repl_hand-nume1241,nume1241,repl_hand,no,repl_hand-no,
repl_five-nume1241,nume1241,repl_five,no,repl_five-no,
colex-koro1308,koro1308,colex,lexically distinct,colex-lexicallydistinct,
dist-koro1308,koro1308,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-koro1308,koro1308,repl_hand,yes,repl_hand-yes,
repl_five-koro1308,koro1308,repl_five,no,repl_five-no,
hand_replacement-koro1308,koro1308,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
colex-lako1245,lako1245,colex,partial colexification,colex-partialcolexification,
repl_hand-lako1245,lako1245,repl_hand,no,repl_hand-no,
repl_five-lako1245,lako1245,repl_five,no,repl_five-no,
colex-weta1242,weta1242,colex,lexically distinct,colex-lexicallydistinct,
dist-weta1242,weta1242,dist,phonological change,dist-phonologicalchange,
repl_hand-weta1242,weta1242,repl_hand,no,repl_hand-no,
repl_five-weta1242,weta1242,repl_five,no,repl_five-no,
colex-merl1237,merl1237,colex,partial colexification,colex-partialcolexification,
repl_hand-merl1237,merl1237,repl_hand,no,repl_hand-no,
repl_five-merl1237,merl1237,repl_five,no,repl_five-no,
colex-mari1426,mari1426,colex,partial colexification,colex-partialcolexification,
repl_hand-mari1426,mari1426,repl_hand,no,repl_hand-no,
repl_five-mari1426,mari1426,repl_five,no,repl_five-no,
colex-cent2058,cent2058,colex,full colexification,colex-fullcolexification,
repl_hand-cent2058,cent2058,repl_hand,no,repl_hand-no,
repl_five-cent2058,cent2058,repl_five,no,repl_five-no,
colex-baet1237,baet1237,colex,partial colexification,colex-partialcolexification,
repl_hand-baet1237,baet1237,repl_hand,no,repl_hand-no,
repl_five-baet1237,baet1237,repl_five,no,repl_five-no,
colex-east2443,east2443,colex,full colexification,colex-fullcolexification,
repl_hand-east2443,east2443,repl_hand,no,repl_hand-no,
repl_five-east2443,east2443,repl_five,no,repl_five-no,
colex-west2513,west2513,colex,lexically distinct,colex-lexicallydistinct,
dist-west2513,west2513,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-west2513,west2513,repl_hand,yes,repl_hand-yes,
repl_five-west2513,west2513,repl_five,no,repl_five-no,
hand_replacement-west2513,west2513,hand_replacement,"PNCV *bisu ‘finger, toe, nail’ < POC *bwisi ‘finger (?)’",hand_replacement-partofthearm,
colex-hano1246,hano1246,colex,full colexification,colex-fullcolexification,
repl_hand-hano1246,hano1246,repl_hand,no,repl_hand-no,
repl_five-hano1246,hano1246,repl_five,no,repl_five-no,
colex-noku1237,noku1237,colex,full colexification,colex-fullcolexification,
repl_hand-noku1237,noku1237,repl_hand,no,repl_hand-no,
repl_five-noku1237,noku1237,repl_five,no,repl_five-no,
colex-piam1242,piam1242,colex,full colexification,colex-fullcolexification,
repl_hand-piam1242,piam1242,repl_hand,no,repl_hand-no,
repl_five-piam1242,piam1242,repl_five,no,repl_five-no,
colex-tasm1246,tasm1246,colex,full colexification,colex-fullcolexification,
repl_hand-tasm1246,tasm1246,repl_hand,no,repl_hand-no,
repl_five-tasm1246,tasm1246,repl_five,no,repl_five-no,
colex-valp1237,valp1237,colex,full colexification,colex-fullcolexification,
repl_hand-valp1237,valp1237,repl_hand,no,repl_hand-no,
repl_five-valp1237,valp1237,repl_five,no,repl_five-no,
colex-vuna1239,vuna1239,colex,partial colexification,colex-partialcolexification,
repl_hand-vuna1239,vuna1239,repl_hand,no,repl_hand-no,
repl_five-vuna1239,vuna1239,repl_five,no,repl_five-no,
colex-tolo1255,tolo1255,colex,full colexification,colex-fullcolexification,
repl_hand-tolo1255,tolo1255,repl_hand,no,repl_hand-no,
repl_five-tolo1255,tolo1255,repl_five,no,repl_five-no,
colex-wusi1237,wusi1237,colex,full colexification,colex-fullcolexification,
repl_hand-wusi1237,wusi1237,repl_hand,no,repl_hand-no,
repl_five-wusi1237,wusi1237,repl_five,no,repl_five-no,
colex-mere1242,mere1242,colex,full colexification,colex-fullcolexification,
repl_hand-mere1242,mere1242,repl_hand,no,repl_hand-no,
repl_five-mere1242,mere1242,repl_five,no,repl_five-no,
colex-navu1237,navu1237,colex,full colexification,colex-fullcolexification,
repl_hand-navu1237,navu1237,repl_hand,no,repl_hand-no,
repl_five-navu1237,navu1237,repl_five,no,repl_five-no,
colex-tial1239,tial1239,colex,full colexification,colex-fullcolexification,
repl_hand-tial1239,tial1239,repl_hand,no,repl_hand-no,
repl_five-tial1239,tial1239,repl_five,no,repl_five-no,
colex-ambl1237,ambl1237,colex,lexically distinct,colex-lexicallydistinct,
dist-ambl1237,ambl1237,dist,phonological change,dist-phonologicalchange,
repl_hand-ambl1237,ambl1237,repl_hand,no,repl_hand-no,
repl_five-ambl1237,ambl1237,repl_five,no,repl_five-no,
colex-moro1286,moro1286,colex,full colexification,colex-fullcolexification,
repl_hand-moro1286,moro1286,repl_hand,no,repl_hand-no,
repl_five-moro1286,moro1286,repl_five,no,repl_five-no,
colex-nara1263,nara1263,colex,lexically distinct,colex-lexicallydistinct,
dist-nara1263,nara1263,dist,phonological change,dist-phonologicalchange,
repl_hand-nara1263,nara1263,repl_hand,no,repl_hand-no,
repl_five-nara1263,nara1263,repl_five,no,repl_five-no,
colex-fort1240,fort1240,colex,full colexification,colex-fullcolexification,
repl_hand-fort1240,fort1240,repl_hand,no,repl_hand-no,
repl_five-fort1240,fort1240,repl_five,no,repl_five-no,
colex-akei1237,akei1237,colex,full colexification,colex-fullcolexification,
repl_hand-akei1237,akei1237,repl_hand,no,repl_hand-no,
repl_five-akei1237,akei1237,repl_five,no,repl_five-no,
colex-wail1242,wail1242,colex,partial colexification,colex-partialcolexification,
repl_hand-wail1242,wail1242,repl_hand,no,repl_hand-no,
repl_five-wail1242,wail1242,repl_five,no,repl_five-no,
colex-lore1244,lore1244,colex,lexically distinct,colex-lexicallydistinct,
dist-lore1244,lore1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-lore1244,lore1244,repl_hand,yes,repl_hand-yes,
repl_five-lore1244,lore1244,repl_five,no,repl_five-no,
hand_replacement-lore1244,lore1244,hand_replacement,"PMP *baRa ‘hand, arm’ ??",hand_replacement-handwordotherthanqalima,
colex-shar1244,shar1244,colex,lexically distinct,colex-lexicallydistinct,
dist-shar1244,shar1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-shar1244,shar1244,repl_hand,yes,repl_hand-yes,
repl_five-shar1244,shar1244,repl_five,no,repl_five-no,
hand_replacement-shar1244,shar1244,hand_replacement,"PMP *baRa ‘hand, arm’ ??",hand_replacement-handwordotherthanqalima,
colex-mafe1237,mafe1237,colex,lexically distinct,colex-lexicallydistinct,
dist-mafe1237,mafe1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mafe1237,mafe1237,repl_hand,yes,repl_hand-yes,
repl_five-mafe1237,mafe1237,repl_five,no,repl_five-no,
hand_replacement-mafe1237,mafe1237,hand_replacement,"PMP *baRa ‘hand, arm’ ??",hand_replacement-handwordotherthanqalima,
colex-tutu1241,tutu1241,colex,full colexification,colex-fullcolexification,
repl_hand-tutu1241,tutu1241,repl_hand,no,repl_hand-no,
repl_five-tutu1241,tutu1241,repl_five,no,repl_five-no,
colex-butm1237,butm1237,colex,lexically distinct,colex-lexicallydistinct,
dist-butm1237,butm1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-butm1237,butm1237,repl_hand,yes,repl_hand-yes,
repl_five-butm1237,butm1237,repl_five,no,repl_five-no,
hand_replacement-butm1237,butm1237,hand_replacement,"PMP *baRa ‘hand, arm’ ??",hand_replacement-handwordotherthanqalima,
colex-polo1242,polo1242,colex,lexically distinct,colex-lexicallydistinct,
dist-polo1242,polo1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-polo1242,polo1242,repl_hand,yes,repl_hand-yes,
repl_five-polo1242,polo1242,repl_five,no,repl_five-no,
hand_replacement-polo1242,polo1242,hand_replacement,"PMP *baRa ‘hand, arm’ ??",hand_replacement-handwordotherthanqalima,
colex-tamb1253,tamb1253,colex,lexically distinct,colex-lexicallydistinct,
dist-tamb1253,tamb1253,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tamb1253,tamb1253,repl_hand,yes,repl_hand-yes,
repl_five-tamb1253,tamb1253,repl_five,no,repl_five-no,
hand_replacement-tamb1253,tamb1253,hand_replacement,"PMP *baRa ‘hand, arm’ ??",hand_replacement-handwordotherthanqalima,
colex-aore1237,aore1237,colex,lexically distinct,colex-lexicallydistinct,
dist-aore1237,aore1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-aore1237,aore1237,repl_hand,yes,repl_hand-yes,
repl_five-aore1237,aore1237,repl_five,no,repl_five-no,
hand_replacement-aore1237,aore1237,hand_replacement,"PNCV *bisu ‘finger, toe, nail’ < POC *bwisi ‘finger (?)’ ?",hand_replacement-partofthearm,
colex-arak1252,arak1252,colex,full colexification,colex-fullcolexification,
repl_hand-arak1252,arak1252,repl_hand,no,repl_hand-no,
repl_five-arak1252,arak1252,repl_five,no,repl_five-no,
colex-tang1347,tang1347,colex,full colexification,colex-fullcolexification,
repl_hand-tang1347,tang1347,repl_hand,no,repl_hand-no,
repl_five-tang1347,tang1347,repl_five,no,repl_five-no,
colex-rori1237,rori1237,colex,lexically distinct,colex-lexicallydistinct,
dist-rori1237,rori1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-rori1237,rori1237,repl_hand,yes,repl_hand-yes,
repl_five-rori1237,rori1237,repl_five,no,repl_five-no,
hand_replacement-rori1237,rori1237,hand_replacement,"PAN *kuSkuS ‘claw, talon, fingernail’ ?",hand_replacement-partofthearm,
colex-malo1243,malo1243,colex,full colexification,colex-fullcolexification,
repl_hand-malo1243,malo1243,repl_hand,no,repl_hand-no,
repl_five-malo1243,malo1243,repl_five,no,repl_five-no,
colex-saka1289,saka1289,colex,partial colexification,colex-partialcolexification,
repl_hand-saka1289,saka1289,repl_hand,no,repl_hand-no,
repl_five-saka1289,saka1289,repl_five,no,repl_five-no,
colex-malu1245,malu1245,colex,lexically distinct,colex-lexicallydistinct,
dist-malu1245,malu1245,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-malu1245,malu1245,repl_hand,yes,repl_hand-yes,
repl_five-malu1245,malu1245,repl_five,no,repl_five-no,
hand_replacement-malu1245,malu1245,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-mpot1241,mpot1241,colex,lexically distinct,colex-lexicallydistinct,
dist-mpot1241,mpot1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mpot1241,mpot1241,repl_hand,yes,repl_hand-yes,
repl_five-mpot1241,mpot1241,repl_five,no,repl_five-no,
hand_replacement-mpot1241,mpot1241,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-vaoo1237,vaoo1237,colex,lexically distinct,colex-lexicallydistinct,
dist-vaoo1237,vaoo1237,dist,phonological change,dist-phonologicalchange,
repl_hand-vaoo1237,vaoo1237,repl_hand,no,repl_hand-no,
repl_five-vaoo1237,vaoo1237,repl_five,no,repl_five-no,
colex-nese1235,nese1235,colex,lexically distinct,colex-lexicallydistinct,
dist-nese1235,nese1235,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-nese1235,nese1235,repl_hand,yes,repl_hand-yes,
repl_five-nese1235,nese1235,repl_five,no,repl_five-no,
hand_replacement-nese1235,nese1235,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-lare1249,lare1249,colex,lexically distinct,colex-lexicallydistinct,
dist-lare1249,lare1249,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-lare1249,lare1249,repl_hand,yes,repl_hand-yes,
repl_five-lare1249,lare1249,repl_five,no,repl_five-no,
hand_replacement-lare1249,lare1249,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-litz1237,litz1237,colex,lexically distinct,colex-lexicallydistinct,
dist-litz1237,litz1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-litz1237,litz1237,repl_hand,yes,repl_hand-yes,
repl_five-litz1237,litz1237,repl_five,no,repl_five-no,
hand_replacement-litz1237,litz1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-vinm1237,vinm1237,colex,lexically distinct,colex-lexicallydistinct,
dist-vinm1237,vinm1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-vinm1237,vinm1237,repl_hand,yes,repl_hand-yes,
repl_five-vinm1237,vinm1237,repl_five,no,repl_five-no,
hand_replacement-vinm1237,vinm1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-ling1265,ling1265,colex,lexically distinct,colex-lexicallydistinct,
dist-ling1265,ling1265,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-ling1265,ling1265,repl_hand,yes,repl_hand-yes,
repl_five-ling1265,ling1265,repl_five,no,repl_five-no,
hand_replacement-ling1265,ling1265,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-bign1238,bign1238,colex,partial colexification,colex-partialcolexification,
repl_hand-bign1238,bign1238,repl_hand,no,repl_hand-no,
repl_five-bign1238,bign1238,repl_five,no,repl_five-no,
colex-mara1399,mara1399,colex,partial colexification,colex-partialcolexification,
repl_hand-mara1399,mara1399,repl_hand,no,repl_hand-no,
repl_five-mara1399,mara1399,repl_five,no,repl_five-no,
colex-maee1241,maee1241,colex,lexically distinct,colex-lexicallydistinct,
dist-maee1241,maee1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-maee1241,maee1241,repl_hand,yes,repl_hand-yes,
repl_five-maee1241,maee1241,repl_five,no,repl_five-no,
hand_replacement-maee1241,maee1241,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-katb1237,katb1237,colex,lexically distinct,colex-lexicallydistinct,
dist-katb1237,katb1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-katb1237,katb1237,repl_hand,yes,repl_hand-yes,
repl_five-katb1237,katb1237,repl_five,no,repl_five-no,
hand_replacement-katb1237,katb1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-dixo1238,dixo1238,colex,lexically distinct,colex-lexicallydistinct,
dist-dixo1238,dixo1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-dixo1238,dixo1238,repl_hand,yes,repl_hand-yes,
repl_five-dixo1238,dixo1238,repl_five,no,repl_five-no,
hand_replacement-dixo1238,dixo1238,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-lete1241,lete1241,colex,lexically distinct,colex-lexicallydistinct,
dist-lete1241,lete1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-lete1241,lete1241,repl_hand,yes,repl_hand-yes,
repl_five-lete1241,lete1241,repl_five,no,repl_five-no,
hand_replacement-lete1241,lete1241,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-nasa1240,nasa1240,colex,lexically distinct,colex-lexicallydistinct,
dist-nasa1240,nasa1240,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-nasa1240,nasa1240,repl_hand,yes,repl_hand-yes,
repl_five-nasa1240,nasa1240,repl_five,no,repl_five-no,
