ID,Language_ID,Parameter_ID,Form,Segments,Comment,Contribution_ID,Glottocode_in_dataset,Language_name_in_dataset
ambo1250-hand,ambo1250,hand,taŋaŋ,,,abvd,ambo1250,Melayu Ambon
band1353-five,band1353,five,lima,,,barlowpacific,band1353,Sekola Neira
nort2828-five,nort2828,five,lima,,,abvd,nort2828,Ternate (Pasar-Lingua franca)
nort2828-hand,nort2828,hand,tangan,,,abvd,nort2828,Ternate (Pasar-Lingua franca)
mala1481-five,mala1481,five,lima,,,barlowpacific,mala1481,Manadonais
papu1250-five,papu1250,five,lima,,,barlowpacific,papu1250,Papua Malay
achi1257-five,achi1257,five,limong,,,abvd,achi1257,Acehnese
achi1257-hand,achi1257,hand,taŋɨn,,,abvd,achi1257,Acehnese
east2563-five,east2563,five,limɯ,,,chan2019,east2563,"Eastern Cham, Vietnam, Cambodia"
east2563-hand,east2563,hand,taŋin,,,abvd,east2563,Phan Rang Cham (Eastern Cham)
west2650-five,west2650,five,lamɨː,,,chan2019,west2650,"Western Cham, Cambodia, Vietnam"
west2650-hand,west2650,hand,tangơn,,,abvd,west2650,"Cham, Western"
haro1237-five,haro1237,five,lə'mɨᵃ,,,chan2019,haro1237,"Haroi, Vietnam"
cacg1235-five,cacg1235,five,ləmɨŋ,,,chan2019,cacg1235,"Cat Gia Roglai, Vietnam"
chru1239-five,chru1239,five,ləmɑ,,,chan2019,chru1239,"Chru, Vietnam"
chru1239-hand,chru1239,hand,tənga:n,,,abvd,chru1239,Chru
sout3010-five,sout3010,five,lumɑ,,,chan2019,sout3010,"Southern Roglai, Vietnam"
nort2994-five,nort2994,five,li'mɑ̃,,,chan2019,nort2994,"Northern Roglai, Vietnam"
nort2994-hand,nort2994,hand,tangãn,,,abvd,nort2994,"Roglai, Northern"
tsat1238-five,tsat1238,five,ma 33,,,abvd,tsat1238,Hainan Cham
tsat1238-hand,tsat1238,hand,ŋa:n 33,,,abvd,tsat1238,Hainan Cham
biha1246-five,biha1246,five,ima,,,barlowpacific,biha1246,Bih
jara1266-five,jara1266,five,rơma,,,abvd,jara1266,Jarai
jara1266-hand,jara1266,hand,tơngan,,,abvd,jara1266,Jarai
rade1240-five,rade1240,five,i'mɑ,,,chan2019,rade1240,"Bih, Vietnam"
rade1240-hand,rade1240,hand,kngan,,,abvd,rade1240,Rhade
buka1257-five,buka1257,five,rīməh,,,chan2019,buka1257,"Bukar-Sadong, Malaysia"
baub1235-five,baub1235,five,limo,,,barlowpacific,baub1235,Grogo
baub1235-hand,baub1235,hand,toŋan,,,abvd,baub1235,Singhi
biat1246-five,biat1246,five,riməh,,,chan2019,biat1246,"Biatah-Bidayuh, Sarawak, Malaysia"
jang1257-five,jang1257,five,ɣimú,,,chan2019,jang1257,"Jangkang, Kalimantan, Indonesia"
kemb1249-five,kemb1249,five,limöng,,,barlowpacific,kemb1249,Sekajang Dayak
sema1269-five,sema1269,five,limaʔ,,,chan2019,sema1269,"Semandang-Bihak, Indonesia"
ribu1241-five,ribu1241,five,hɪmuh,,,chan2019,ribu1241,"Ribun, Kalimantan, Indonesia"
sang1339-five,sang1339,five,ɣima,,,chan2019,sang1339,"Bakati, Kalimantan, Indonesia"
rara1235-five,rara1235,five,(rima),,,barlowpacific,rara1235,Lara
beka1241-five,beka1241,five,rimaʔ,,,abvd,beka1241,Dayak Bakatiq-Sara/Riok
beka1241-hand,beka1241,hand,barekng,,,abvd,beka1241,Dayak Bakatiq-Sara/Riok
beny1237-five,beny1237,five,rima,,,chan2019,beny1237,"Benyadu, Kalimantan, Indonesia"
mokl1243-five,mokl1243,five,nɛmaːʔ,,,chan2019,mokl1243,"Moklen, Thailand"
mokl1243-hand,mokl1243,hand,ŋɐn,,,abvd,mokl1243,Moklen
moke1242-five,moke1242,five,lemaʔ,,,abvd,moke1242,Moken
moke1242-hand,moke1242,hand,ŋan,,,abvd,moke1242,Moken
gayo1244-five,gayo1244,five,limə,,,chan2019,gayo1244,"Gayo, Sumatra, Indonesia"
gayo1244-hand,gayo1244,hand,pumu,,,abvd,gayo1244,Gayo
bata1292-five,bata1292,five,limə,,,chan2019,bata1292,"Alas Batak, Sumatra, Indonesia"
bata1294-five,bata1294,five,lima,,,barlowpacific,bata1294,"Pakpak, Batak (from J. C. Ligvoet)"
bata1293-five,bata1293,five,lima,,,abvd,bata1293,Karo Batak
bata1293-hand,bata1293,hand,tān,,,abvd,bata1293,Karo Batak
bata1288-five,bata1288,five,lima,,,chan2019,bata1288,"Simalungan, Sumatra, Indonesia"
bata1290-five,bata1290,five,lima,,,abvd,bata1290,Angkola
bata1290-hand,bata1290,hand,tangan,,,abvd,bata1290,Angkola
bata1291-five,bata1291,five,lima,,,abvd,bata1291,Mandailing
bata1291-hand,bata1291,hand,tangan,,,abvd,bata1291,Mandailing
bata1289-five,bata1289,five,lima,,,abvd,bata1289,Toba Batak
bata1289-hand,bata1289,hand,taŋan,,,abvd,bata1289,Toba Batak
ment1249-five,ment1249,five,lima,,,abvd,ment1249,Mentawai (Pagai and Sipora)
ment1249-hand,ment1249,hand,kabei,,,abvd,ment1249,Mentawai
nias1242-five,nias1242,five,lima,,,abvd,nias1242,Nias
nias1242-hand,nias1242,hand,taŋa,,,abvd,nias1242,Nias
siku1242-five,siku1242,five,lima,,,barlowpacific,siku1242,Sigulei and Salang (from Hotz)
sime1241-five,sime1241,five,lima,,,abvd,sime1241,Simeulue
sime1241-hand,sime1241,hand,kaoʔ,,,abvd,sime1241,Simeulue
reja1240-five,reja1240,five,ləmo,,,chan2019,reja1240,"Rejang, Sumatra, Indonesia"
reja1240-hand,reja1240,hand,taŋən,,,abvd,reja1240,Rejang Rejang
nasa1239-five,nasa1239,five,lima,,,barlowpacific,nasa1239,Nasal
nasa1239-hand,nasa1239,hand,culʊʔ,,,abvd,nasa1239,Nasal
engg1245-five,engg1245,five,alima,,,barlowpacific,engg1245,Enganho
engg1245-hand,engg1245,hand,ʔeap,,,abvd,engg1245,Enggano (Meok)
lamp1242-five,lamp1242,five,limå,,,barlowpacific,lamp1242,"Kotabumi dialect, Lampong"
lamp1242-hand,lamp1242,hand,puŋew,,,abvd,lamp1242,Lampung Nyo (Menggala/Tulang Bawang)
kome1238-five,kome1238,five,lima,,,abvd,kome1238,Komering
kome1238-hand,kome1238,hand,puŋu,,,abvd,kome1238,"Komering (Ilir), Palau Gemantung Village"
lamp1243-five,lamp1243,five,lima,,,barlowpacific,lamp1243,"Lampong, Krui dialect"
lamp1243-hand,lamp1243,hand,puŋew,,,abvd,lamp1243,Lampung
sund1252-five,sund1252,five,lima,,,abvd,sund1252,Sundanese
sund1252-hand,sund1252,hand,leuŋeun,,,abvd,sund1252,Sundanese
kawi1241-five,kawi1241,five,lima,,,barlowpacific,kawi1241,Old Javanese (Kawi)
java1254-five,java1254,five,lima,,,abvd,java1254,Old/Middle Javanese
java1254-hand,java1254,hand,taŋan,,,abvd,java1254,Old Javanese
cari1276-five,cari1276,five,lima,,,barlowpacific,cari1276,Jawa Suriname
teng1272-five,teng1272,five,lima,,,abvd,teng1272,Tengger (Ngadas)
teng1272-hand,teng1272,hand,tangan,,,abvd,teng1272,Tengger (Ngadas)
kang1289-five,kang1289,five,lima,,,barlowpacific,kang1289,"Kambang, (the island of) Kangean (off the east coast of Madura)"
nucl1460-five,nucl1460,five,lemaʔ,,,chan2019,nucl1460,"Madurese, Java, Indonesia"
nucl1460-hand,nucl1460,hand,tanaŋ,,,abvd,nucl1460,Madurese
bali1278-five,bali1278,five,limə,,,abvd,bali1278,Balinese
bali1278-hand,bali1278,hand,limə,,,abvd,bali1278,Balinese
sasa1249-five,sasa1249,five,limə,,,abvd,sasa1249,Sasak
sasa1249-hand,sasa1249,hand,imə,,,abvd,sasa1249,Sasak
sumb1241-five,sumb1241,five,lima,,,abvd,sumb1241,Sumbawa
sumb1241-hand,sumb1241,hand,ima,,,abvd,sumb1241,Sumbawa
bima1247-five,bima1247,five,lima,,,abvd,bima1247,Bima
bima1247-hand,bima1247,hand,rima,,,abvd,bima1247,Bima
anak1240-five,anak1240,five,lima,,,abvd,anak1240,Anakalang
anak1240-hand,anak1240,hand,lima,,,abvd,anak1240,Baliledo
wanu1241-five,wanu1241,five,lima,,,abvd,wanu1241,Wanukaka
wanu1241-hand,wanu1241,hand,lima,,,abvd,wanu1241,Wanukaka
kamb1299-five,kamb1299,five,lima,,,abvd,kamb1299,"East Sumbanese Kambera, Southern dialect"
kamb1299-hand,kamb1299,hand,lima,,,abvd,kamb1299,"East Sumbanese, Umbu Ratu Nggai dialect"
mamb1305-five,mamb1305,five,limma,,,chan2019,mamb1305,"Mamboru, Sumba, Indonesia"
mamb1305-hand,mamb1305,hand,lúma,,,abvd,mamb1305,Mamboru
kodi1247-five,kodi1247,five,limya,,,chan2019,kodi1247,"Kodi, Sumba, Indonesia"
kodi1247-hand,kodi1247,hand,limya,,,abvd,kodi1247,Kodi
lamb1273-five,lamb1273,five,lima,,,abvd,lamb1273,Lamboya
lamb1273-hand,lamb1273,hand,lima,,,abvd,lamb1273,Lamboya
weje1237-five,weje1237,five,limma,,,chan2019,weje1237,"Wejewa, Sumba, Indonesia"
weje1237-hand,weje1237,hand,lima,,,abvd,weje1237,Wewewa (Tana Righu dialect)
dhao1237-five,dhao1237,five,ləmːi,,,chan2019,dhao1237,"Ndao (Dhao), Indonesia"
sabu1255-five,sabu1255,five,lemi,,,abvd,sabu1255,Savu
sabu1255-hand,sabu1255,hand,wulaba,,,abvd,sabu1255,Savu (1773)
komo1261-five,komo1261,five,lima,,,lexirumah,komo1261,Komodo
komo1261-hand,komo1261,hand,lima,,,lexirumah,komo1261,Komodo
mang1405-five,mang1405,five,lima,,,abvd,mang1405,Manggarai
mang1405-hand,mang1405,hand,lime,,,lexirumah,mang1405,Manggarai
riun1237-five,riun1237,five,lima,,,barlowpacific,riun1237,Mbay/Riung
remb1250-five,remb1250,five,lima,,,lexirumah,nucl1516,Rembong
remb1250-hand,remb1250,hand,mod͡zoʔ,,,lexirumah,nucl1516,Rembong
waer1237-five,waer1237,five,lima,,,barlowpacific,waer1237,Mbaen
ende1246-five,ende1246,five,rima,,,barlowpacific,ende1246,"Endeh, (Flores)"
ende1246-hand,ende1246,hand,rima,,,abvd,ende1246,Ende
lioo1240-five,lioo1240,five,lima,,,barlowpacific,lioo1240,Lio (Flores)
lioo1240-hand,lioo1240,hand,lima,,,lexirumah,lioo1240,Lio
keoo1238-five,keoo1238,five,(ʔəsa) dima,,,chan2019,keoo1238,"Ke'o, Flores, Indonesia"
keoo1238-hand,keoo1238,hand,dima,,,lexirumah,keoo1238,"Keo, Udiworowatu"
nage1237-five,nage1237,five,lima,,,lexirumah,cent2355,"Nage, Central"
nage1237-hand,nage1237,hand,lima,,,abvd,nage1237,Nage
namu1249-five,namu1249,five,lima,,,barlowpacific,namu1249,Ngina Manu
ngad1261-five,ngad1261,five,lima,,,abvd,ngad1261,Ngadha
ngad1261-hand,ngad1261,hand,lima,,,lexirumah,ngad1267,Ngadha
rong1269-five,rong1269,five,lima,,,lexirumah,rong1269,Rongga
rong1269-hand,rong1269,hand,lima,,,lexirumah,rong1269,Rongga
palu1252-five,palu1252,five,lima,,,abvd,palu1252,Palu'e (Nitung)
palu1252-hand,palu1252,hand,lima,,,lexirumah,palu1252,Palu'e
sika1262-five,sika1262,five,lima,,,abvd,sika1262,Hewa
sika1262-hand,sika1262,hand,lima,,,abvd,sika1262,Hewa
alor1247-five,alor1247,five,lema,,,lexirumah,alor1247,"Alorese, Wailawar"
alor1247-hand,alor1247,hand,limaŋ,,,lexirumah,alor1247,"Alorese, Pandai"
lama1277-five,lama1277,five,lema,,,abvd,lama1277,Lamaholot Ile Mandiri (Flores Timur)
lama1277-hand,lama1277,hand,lima,,,lexirumah,waib1246,"Ile Mandiri Lamaholot, Waibalun"
lewo1244-five,lewo1244,five,lema,,,chan2019,lewo1244,"Lewotobi, Indonesia"
lewo1244-hand,lewo1244,hand,lima,,,lexirumah,lewo1244,Lewotobi Lamaholot
puka1244-hand,puka1244,hand,lima,,,lexirumah,puka1244,Pukaunu Lamaholot
adon1237-five,adon1237,five,lema,,,chan2019,adon1237,"Lamahotot, Indonesia"
adon1237-hand,adon1237,hand,lima,,,lexirumah,dulh1234,"Adonara Lamaholot, Dulhi"
ilea1237-hand,ilea1237,hand,limak,,,lexirumah,ilea1237,Ile Ape Lamaholot
lama1278-five,lama1278,five,lema,,,abvd,lama1278,Lamalera (lembata)
lama1278-hand,lama1278,hand,lima,,,lexirumah,mula1255,Mulan Lamaholot
levu1239-five,levu1239,five,lɛm,,,lexirumah,kali1300,"Central Lembata, Kalikasa"
levu1239-hand,levu1239,hand,liˈma,,,lexirumah,kali1300,"Central Lembata, Kalikasa"
sout2896-five,sout2896,five,ˈlɛma,,,lexirumah,sout2896,"Painara, Lerek"
sout2896-hand,sout2896,hand,liˈma,,,lexirumah,sout2896,"Painara, Lerek"
west2541-hand,west2541,hand,limasa,,,lexirumah,ming1256,Mingar
lama1279-hand,lama1279,hand,lima,,,lexirumah,lama1279,Lamatuka
lewo1243-hand,lewo1243,hand,lima,,,lexirumah,lewo1243,Lewo Eleng
keda1252-five,keda1252,five,leme,,,abvd,keda1252,Kédang
keda1252-hand,keda1252,hand,liŋ,,,lexirumah,keda1252,Kedang
bilb1242-five,bilb1242,five,lima,,,barlowpacific,bilb1242,Bilba
ring1244-five,ring1244,five,lima,,,lexirumah,ring1244,Rikou
term1237-five,term1237,five,lima,,,abvd,term1237,Roti (Termanu Dialect)
term1237-hand,term1237,hand,lima,,,abvd,term1237,Roti (Termanu Dialect)
lole1239-five,lole1239,five,lima,,,lexirumah,lole1239,Lole
tiii1241-five,tiii1241,five,lima,,,lexirumah,tiii1241,Tii
dela1251-five,dela1251,five,lima,,,barlowpacific,dela1251,Òe-nale
deng1253-five,deng1253,five,lima,,,barlowpacific,deng1253,Dengka
amar1273-five,amar1273,five,nima,,,chan2019,amar1273,"Amarasi, Timor, Indonesia"
amar1273-hand,amar1273,hand,nimi+f,,,lexirumah,rois1241,Ro'is Amarasi
baik1238-five,baik1238,five,nim,,,chan2019,baik1238,"Baikenu (Timorese), East Timor"
uabm1237-five,uabm1237,five,nim,,,chan2019,uabm1237,"Uab Meto, West Timor, Indonesia"
uabm1237-hand,uabm1237,hand,nima-,,,abvd,uabm1237,Atoni
helo1243-five,helo1243,five,lima,,,lexirumah,funa1237,Funai Helong
idat1237-five,idat1237,five,lima,,,lexirumah,idat1237,Idate
idat1237-hand,idat1237,hand,lima,,,lexirumah,idat1237,Idate
laka1255-five,laka1255,five,lima,,,lexirumah,laka1255,Lakalei
laka1255-hand,laka1255,hand,limɑn,,,lexirumah,laka1255,Lakalei
habu1241-five,habu1241,five,lima,,,lexirumah,habu1241,Habun
tetu1245-five,tetu1245,five,lima,,,abvd,tetu1245,Tetun Fehan
tetu1245-hand,tetu1245,hand,liman,,,abvd,tetu1245,Tetun Terik (Fehan dialect)
tetu1246-five,tetu1246,five,lima,,,abvd,tetu1246,Tetun (Dili)
tetu1246-hand,tetu1246,hand,liman,,,abvd,tetu1246,Tetun (Dili)
kair1265-five,kair1265,five,kilima,,,chan2019,kair1265,"Kairui-Midiki, East Timor"
naue1237-five,naue1237,five,kai-lima,,,abvd,naue1237,Naueti
naue1237-hand,naue1237,hand,lima,,,abvd,naue1237,Naueti
waim1252-five,waim1252,five,lime,,,abvd,waim1252,Waima'a
waim1252-hand,waim1252,hand,lime,,,abvd,waim1252,Waima'a
galo1243-five,galo1243,five,lima,,,lexirumah,ilwa1238,"Galolen, Talur"
galo1243-hand,galo1243,hand,lima,,,lexirumah,ilwa1238,"Galolen, Talur"
iliu1237-five,iliu1237,five,halima,,,lexirumah,ilma1240,"Ili'uun, Ilmaumau"
iliu1237-hand,iliu1237,hand,lima,,,abvd,eray1237,Iliun (Erai)
aput1237-five,aput1237,five,lima,,,lexirumah,ilpu1239,Aputai
aput1237-hand,aput1237,hand,lima,,,lexirumah,ilpu1239,Aputai
pera1257-five,pera1257,five,lima,,,lexirumah,uhak1237,Perai
pera1257-hand,pera1257,hand,lima,,,lexirumah,uhak1237,Perai
tugu1245-five,tugu1245,five,ˈlima,,,barlowpacific,tugu1245,Tugun
tugu1245-hand,tugu1245,hand,'liman,,,abvd,tugu1245,Tugun
maku1277-five,maku1277,five,hɔlíma,,,chan2019,maku1277,"Makuva (Maku'a), East Timor"
kisa1266-five,kisa1266,five,woˈlima,,,lexirumah,kisa1266,Kisar
kisa1266-hand,kisa1266,hand,lima-,,,abvd,kisa1266,Kisar
roma1332-five,roma1332,five,woˈlima,,,lexirumah,roma1332,Roma
roma1332-hand,roma1332,hand,ˈlim+na,,,lexirumah,roma1332,Roma
leti1246-five,leti1246,five,vò-lima,,,barlowpacific,leti1246,Leti
leti1246-hand,leti1246,hand,lima,,,abvd,leti1246,Letinese
luan1263-five,luan1263,five,wolima,,,lexirumah,weta1243,Wetan
luan1263-hand,luan1263,hand,lima,,,abvd,luan1263,Wetan
east2472-five,east2472,five,woˈlim,,,lexirumah,east2472,East Damar
east2472-hand,east2472,hand,'limano,,,abvd,east2472,East Damar
daii1240-five,daii1240,five,nim,,,chan2019,daii1240,"Dai, Indonesia"
daii1240-hand,daii1240,hand,'imon,,,abvd,daii1240,Dai
dawe1237-five,dawe1237,five,lim,,,abvd,dawe1237,Dawera-Daweloor
dawe1237-hand,dawe1237,hand,'imol,,,abvd,dawe1237,Dawera-Daweloor
nort2860-five,nort2860,five,'nimo,,,chan2019,nort2860,"North Babar, Indonesia"
nort2860-hand,nort2860,hand,'namne,,,abvd,nort2860,North Babar
cent2072-five,cent2072,five,wuˈlim,,,lexirumah,cent2072,Central Masela
cent2072-hand,cent2072,hand,ˈlim+nei,,,lexirumah,cent2072,Central Masela
east2462-five,east2462,five,ˈwulim,,,lexirumah,east2462,East Masela
east2462-hand,east2462,hand,ˈnim,,,lexirumah,east2462,East Masela
seri1255-five,seri1255,five,buˈlim,,,lexirumah,seri1255,Serili
seri1255-hand,seri1255,hand,ˈlim,,,lexirumah,seri1255,Serili
sout2883-five,sout2883,five,wɔˈlim,,,lexirumah,sout2883,"Southeast Babar, Kokwari"
sout2883-hand,sout2883,hand,ˈlim,,,lexirumah,sout2883,"Southeast Babar, Kokwari"
empl1237-five,empl1237,five,woˈlim,,,lexirumah,empl1237,Emplawas
empl1237-hand,empl1237,hand,'lipe,,,abvd,empl1237,Emplawas
imro1237-five,imro1237,five,wo'lim,,,chan2019,imro1237,"Imroing, Indonesia"
imro1237-hand,imro1237,hand,lim+ˈmu+te,,,lexirumah,imro1237,Imroing
tela1241-five,tela1241,five,'wolim,,,chan2019,tela1241,"Tela-Masbuar, Indonesia"
tela1241-hand,tela1241,hand,'itmi,,,abvd,tela1241,Tela-Masbuar
west2548-five,west2548,five,vi'limo,,,chan2019,west2548,"West Damar, Indonesia"
west2548-hand,west2548,hand,'lima,,,abvd,west2548,West Damar
sela1259-five,sela1259,five,énasim,,,chan2019,sela1259,"Selaru, Maluku, Indonesia"
sela1259-hand,sela1259,hand,sima-,,,abvd,sela1259,Selaru
selu1242-five,selu1242,five,dim,,,chan2019,selu1242,"Seluwasan, Maluku, Indonesia"
nila1244-five,nila1244,five,ˈlimu,,,barlowpacific,nila1244,Nila
nila1244-hand,nila1244,hand,ˈlima,,,lexirumah,nila1244,Nila
seru1245-five,seru1245,five,ˈlimu,,,lexirumah,seru1245,Serua
seru1245-hand,seru1245,hand,ˈlima,,,lexirumah,seru1245,Serua
teun1241-five,teun1241,five,'limu,,,chan2019,teun1241,"Te'un, Maluku, Indonesia"
teun1241-hand,teun1241,hand,'lima,,,abvd,teun1241,Teun
ambe1248-five,ambe1248,five,'lima,,,chan2019,ambe1248,"Ambelau, Maluku, Indonesia"
buru1303-five,buru1303,five,lima,,,abvd,buru1303,Buru [Namrole Bay]
buru1303-hand,buru1303,hand,fahan,,,abvd,buru1303,Buru [Namrole Bay]
huku1237-five,huku1237,five,Ěklīma,,,barlowpacific,huku1237,"Hukumina, Buru"
lise1239-five,lise1239,five,limo,,,barlowpacific,lise1239,Masarete: Ambon (from the missionary-teacher)
sula1248-five,sula1248,five,ɡalima,,,chan2019,sula1245,"Sula, Maluku, Indonesia"
kaye1241-five,kaye1241,five,Lima,,,barlowpacific,kaye1241,Cajeli
asil1242-five,asil1242,five,lima,,,abvd,asil1242,Asilulu
asil1242-hand,asil1242,hand,lima-,,,abvd,asil1242,Asilulu
boan1242-five,boan1242,five,ni'mawa,,,chan2019,boan1242,"Boano, Maluku, Indonesia"
lari1255-five,lari1255,five,dima,,,chan2019,lari1255,"Larike-Wakasihu, Indonesia"
luhu1243-five,luhu1243,five,'lima,,,chan2019,luhu1243,"Luhu, Maluku, Indonesia"
mani1297-five,mani1297,five,'lima,,,chan2019,mani1297,"Manipa, Maluku, Indonesia"
paul1238-five,paul1238,five,rima,,,barlowpacific,paul1238,Elpaputih: Seram (mentioned in JB 1939)
paul1238-hand,paul1238,hand,rima,,,abvd,paul1238,Paulohi
laha1251-five,laha1251,five,rima,,,chan2019,laha1251,"Laha, Maluku, Indonesia"
seit1239-five,seit1239,five,lima,,,barlowpacific,seit1239,Hila
hitu1239-five,hitu1239,five,'lima,,,chan2019,hitu1239,"Hitu, Maluku, Indonesia"
hitu1239-hand,hitu1239,hand,lima,,,abvd,hitu1239,Hitu (Ambon)
tule1244-five,tule1244,five,rima,,,abvd,tule1244,Sou Amana Teru
tule1244-hand,tule1244,hand,rima,,,abvd,tule1244,Sou Amana Teru
kaib1244-five,kaib1244,five,'r̃ima,,,chan2019,kaib1244,"Kaibobo, Maluku, Indonesia"
haru1244-five,haru1244,five,rima,,,barlowpacific,haru1244,Haruku
amah1245-five,amah1245,five,rima,,,abvd,amah1245,Amahai
amah1245-hand,amah1245,hand,rima,,,abvd,amah1245,Amahai
nusa1245-five,nusa1245,five,rima,,,barlowpacific,nusa1245,Nusa Laut
sapa1251-five,sapa1251,five,lima,,,barlowpacific,sapa1251,Ihamahu Saparua
kama1362-five,kama1362,five,'rima,,,chan2019,kama1362,"Kamarian, Maluku, Indonesia"
sepa1242-five,sepa1242,five,lima,,,chan2019,sepa1242,"Sepa, Maluku, Indonesia"
telu1263-five,telu1263,five,lima,,,barlowpacific,telu1263,Laimu (Taluti) Seram
hulu1246-five,hulu1246,five,'lima,,,chan2019,hulu1246,"Hulung, Maluku, Indonesia"
lisa1239-five,lisa1239,five,'nima,,,chan2019,lisa1239,"Lisabata, Maluku, Indonesia"
sale1244-five,sale1244,five,'nima,,,chan2019,sale1244,"Saleman, Maluku, Indonesia"
alun1238-five,alun1238,five,lima,,,abvd,alun1238,Alune
alun1238-hand,alun1238,hand,bala,,,abvd,alun1238,Alune
naka1263-five,naka1263,five,'lima,,,chan2019,naka1263,"Naka'ela, Maluku, Indonesia"
yala1266-five,yala1266,five,lima,,,barlowpacific,yala1266,Lima (Atamano): Seram
nort2864-five,nort2864,five,'lima,,,chan2019,nort2864,"Wemale, Maluku, Indonesia"
huau1237-five,huau1237,five,lima,,,chan2019,huau1237,"Huaulu, Maluku, Indonesia"
manu1258-five,manu1258,five,lima,,,barlowpacific,manu1258,Manusela Keram
sout2895-five,sout2895,five,nima,,,abvd,sout2895,Fatakai (Nuaulu)
sout2895-hand,sout2895,hand,fanare,,,abvd,sout2895,Fatakai (Nuaulu)
kema1243-five,kema1243,five,lima,,,barlowpacific,kema1243,Ema
kema1243-hand,kema1243,hand,lima-r,,,abvd,kema1243,Kemak
tuku1254-five,tuku1254,five,lim,,,abvd,tuku1254,Tokodede
tuku1254-hand,tuku1254,hand,limu,,,abvd,tuku1254,Tokodede
wela1235-five,wela1235,five,lima,,,barlowpacific,wela1235,Welaun (Oele'u hamlet)
wela1235-hand,wela1235,hand,lima+n,,,lexirumah,west2547,"Welaun, Mahein"
mamb1306-five,mamb1306,five,lim,,,chan2019,mamb1306,"Mambae(Mambai), East Timor"
mamb1306-hand,mamb1306,hand,lima,,,lexirumah,mamb1306,"South Mambae, Hatu-Udo"
ford1242-five,ford1242,five,limà,,,barlowpacific,ford1242,Fordata
ford1242-hand,ford1242,hand,lima-,,,abvd,ford1242,Fordata
keii1239-five,keii1239,five,lim,,,chan2019,keii1239,"Kei, Maluku, Indonesia"
keii1239-hand,keii1239,hand,liman,,,abvd,keib1237,"Elat, Kei Besar"
yamd1240-five,yamd1240,five,limé,,,barlowpacific,yamd1240,Jamdena
yamd1240-hand,yamd1240,hand,lime,,,abvd,yamd1240,Yamdena
urua1244-five,urua1244,five,nima,,,barlowpacific,urua1244,Faur
urua1244-hand,urua1244,hand,ˈtaŋan,,,lexirumah,urua1244,Uruangnirin
onin1245-five,onin1245,five,ˈnima,,,lexirumah,pati1239,Patipi
onin1245-hand,onin1245,hand,ˈniman,,,lexirumah,pati1239,Patipi
seka1247-five,seka1247,five,nima,,,barlowpacific,seka1247,"səˈkar (ugar, kokas)"
seka1247-hand,seka1247,hand,nina-n,,,abvd,seka1247,Sekar
teor1240-five,teor1240,five,lima,,,chan2019,teor1240,"Teor, Maluku, Indonesia"
kurr1245-five,kurr1245,five,lima,,,barlowpacific,kurr1245,Koor
irar1238-five,irar1238,five,fradfid,,,abvd,irar1238,Irarutu
irar1238-hand,irar1238,hand,fra,,,abvd,irar1238,Irarutu
kuri1260-five,kuri1260,five,fradəvid,,,barlowpacific,kuri1260,Nabi
argu1237-five,argu1237,five,rim,,,barlowpacific,argu1237,P. Arguni
argu1237-hand,argu1237,hand,ruma-,,,abvd,argu1237,Pulau (Arguni)
bedo1237-five,bedo1237,five,rim,,,lexirumah,bedo1237,Bedoanas
erok1237-five,erok1237,five,rim,,,chan2019,erok1237,"Erokawans, Papua, Indonesia"
lian1255-five,lian1255,five,lima,,,barlowpacific,lian1255,Seti
bobo1254-five,bobo1254,five,lima,,,barlowpacific,bobo1254,Bobot
bobo1254-hand,bobo1254,hand,animan,,,abvd,bobo1254,Werinama
masi1266-five,masi1266,five,limǎ,,,barlowpacific,masi1266,Bonfia Seram
masi1266-hand,masi1266,hand,-niman,,,abvd,masi1266,Masiwang
bati1253-five,bati1253,five,Lim,,,barlowpacific,bati1253,Gah
gese1240-five,gese1240,five,lim,,,chan2019,gese1240,"Geser-Gorom, Maluku, Indonesia"
gese1240-hand,gese1240,hand,ma,,,abvd,gese1240,Geser
kowi1239-five,kowi1239,five,rim,,,chan2019,kowi1239,"Kowiai, Papua, Indonesia"
kowi1239-hand,kowi1239,hand,nima,,,abvd,kowi1239,Koiwai (Irian Jaya)
watu1247-five,watu1247,five,lima,,,barlowpacific,watu1247,Watubela
watu1247-hand,watu1247,hand,ma-,,,abvd,watu1247,Watubela
band1355-five,band1355,five,'limo,,,chan2019,band1355,"Banda, Maluku, Indonesia"
west2538-five,west2538,five,lema,,,chan2019,west2538,"West Tarangan, Maluku, Indonesia"
west2538-hand,west2538,hand,lema-,,,abvd,west2538,Ngaibor (S.Aru)
east2465-five,east2465,five,'lema,,,chan2019,east2465,"East Tarangan, Maluku, Indonesia"
kare1339-five,kare1339,five,lim,,,chan2019,kare1339,"Karey, Maluku, Indonesia"
bara1367-five,bara1367,five,lem,,,chan2019,bara1367,"Barakai, Maluku, Indonesia"
lora1237-five,lora1237,five,'lima,,,chan2019,lora1237,"Lorang, Maluku, Indonesia"
koba1240-five,koba1240,five,'limay,,,chan2019,koba1240,"Koba, Maluku, Indonesia"
dobe1238-five,dobe1238,five,lima,,,abvd,dobe1238,Dobel (Koijabi dialect)
dobe1238-hand,dobe1238,hand,lima-,,,abvd,dobe1238,Dobel (Koijabi dialect)
mano1275-five,mano1275,five,lima,,,lexirumah,mano1275,Manombai
