Language_name	Language_ID	Glottocode	Language_level_glottocode	Parameter_ID	Form	Comment	Cognacy	Dataset	Source	Pages	Ultimate_source	Language_comment
Neve'ei	1029	vinm1237	vinm1237	hand	ne-βera-ŋ		16	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Neve'ei (Vinmavis)	1249	wini1242	vinm1237	hand	nɛ-vɛra-		16	abvd	Shimelman-1249-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Neve'ei (Vinmavis)	1250	wini1242	vinm1237	hand	nɛ-vɛra-		16	abvd	Shimelman-1250-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Fifti (Khatbol)	1253	vivt1234	vivt1234	five	ɪ-ldin		1	abvd	Shimelman-1253-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Fifti (Khatbol)	1253	vivt1234	vivt1234	hand	nɪ-fɪra-		16	abvd	Shimelman-1253-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Vunapu	1015	vuna1239	vuna1239	five	lima		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Vunapu, Santo Island, Vanuatu	vuna1239-1	vuna1239	vuna1239	five	lima			chan2019	Vunapu.htm		Dr. Ross Clark and Dr. Elizabeth Pascal, Dept. of Anthropology, University of Auckland, New Zealand. December 18, 2014.	Vunapu might have a decimal system of counting similar to that of Valpei.
Vunapu	1015	vuna1239	vuna1239	hand	lona-lima-ʔu		1, 64	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Vurës (Mosina)	1065	vure1239	vure1239	five	teβe-lim		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Vurës (Vetumboso)	1104	vetu1237	vure1239	five	niteβe-lim		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Vanua Lava, Vureas (Vuras)	vure1239-1	vure1239	vure1239	five	tevelem			barlowpacific	Codrington1885	pp.235, 349		
Vanua Lava, Vureas (Vuras)	vure1239-1	vure1239	vure1239	five	tevelem	[<m> in italics, = “nasal”]		barlowpacific	Codrington1885	pp.235, 349		
Mosina (Vurës), Vanuatu	vure1239-1	vure1239	vure1239	five	niteβelim			chan2019	Mosina.htm		Dr. Catriona Hyslop, Department of Linguistics, La Trobe University, Australia. July 21, 2006.	Vurës has a quinary numeral system.
Vurës (Mosina)	1065	vure1239	vure1239	hand	pini-k		14	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Vurës (Vetumboso)	1104	vetu1237	vure1239	hand	ᵐbeni-k		14	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Wamoaŋ	1502	waam1236	waam1236	five	nim		1,15	abvd	303461		Leenhardt (1946)	Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie
Wamoaŋ	1502	waam1236	waam1236	hand	θi n		10	abvd	303461		Leenhardt (1946)	Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie
Wab	1346	wabb1237	wabb1237	five	tindum			abvd	LincolnND		Lincoln (n.d.)	Lincoln, Piet. (n.d.) Rai Coast Survey.
Wab, Papua New Guinea	wabb1237-1	wabb1237	wabb1237	five	tindum			chan2019	Wab.htm		Prof. Malcolm Ross, Department of Linguistics, Australian National University, Canberra, Australia. November 23, 1992.	The data for Wab was incomplete, new data of counting system needed to fill in the gaps for higher numerals.
Wab	wabb1237-1	wabb1237	wabb1237	five	tindum	[cf. p.5 <ima-u> ‘hand’]		barlowpacific	Lincoln1976	pp.2-5		
Wab	1346	wabb1237	wabb1237	hand	ima-		1,65	abvd	LincolnND		Lincoln (n.d.)	Lincoln, Piet. (n.d.) Rai Coast Survey.
Wab	wabb1237-1	wabb1237	wabb1237	hand	ima-u			barlowpacific	Lincoln1976	pp.2-5		
Wabo	wabo1240-1	wabo1240	wabo1240	five	di			barlowpacific	Galis1955	p.141		
Wabo	wabo1240-1	wabo1240	wabo1240	five	ri			barlowpacific	Galis1955	p.141		
Wabo, Papua, Indonesia	wabo1240-1	wabo1240	wabo1240	five	weriŋ			chan2019	Wabo-Papua.htm		Mr. David Kamholz. PhD student, Department of Linguistics, University of California at Berkeley, USA. September 3, 2015.	Wabo has a vigesimal system.
Wabo, Papua, Indonesia	wabo1240-2	wabo1240	wabo1240	five	weriŋ			chan2019	Wabo-Papua.htm		Mr. Marcel de Jong, GKII/ GKITP (Gereja Kristen Indonesia, Indonesian Christian Church), Papua, Indonesia, February 21, 2015.	Wabo has a counting system similar to that of Kurudu, there are missing terms after thirty. New data needed.
Wabo, Papua, Indonesia	wabo1240-3	wabo1240	wabo1240	five	bo			chan2019	Wabo-Papua.htm		Mrs. Heljië Clouse, Summer Institute of Linguistics, Irian Jaya, Indonesia. January 11, 1993 Taken from SIL linguistic survey list, 1992.	Wabo has a counting system similar to that of Kurudu, there are missing terms after ten. New data needed.
Wa'ema, Papua New Guinea	waem1237-1	waem1237	waem1237	five	ulitutu			chan2019	Waema.htm		Dr. Bethwyn Evans, College of Asia and the Pacific, Australian National University, Canberra, Australia, 1997.	Wa'ema might have a traditional quinary counting system. Now most of the people preference is to use English numbers. The simple numbers 1, 2, 3, 4, 5, 10 might still be used now.
Waerana	waer1237	waer1237	waer1237	five	limaʔ			lexirumah	verheijendadu94			
Mbaen	waer1237-1	waer1237	waer1237	five	lima			barlowpacific	Antonius1994	pp.28-29		
Wagawaga (from CSQs)	waga1268-1	waga1268	waga1268	five	nima yatutu	‘hand first’		barlowpacific	Lean1986Vol06	p.57	3 CSQs. Village: Wagawaga.	
Wagawaga (from SIL word list)	waga1268-2	waga1268	waga1268	five	faligigi			barlowpacific	Lean1986Vol06	p.57	S.I.L word list (1975). Village: Wagawaga.	
Wagawaga (from CSQs)	waga1268-1	waga1268	waga1268	hand	nima	‘hand first’		barlowpacific	Lean1986Vol06	p.57	3 CSQs. Village: Wagawaga.	
Uma' Pawe	1471	waha1238	waha1238	five	ləme	five		abvd	478018		Smith (2015)	Smith, A.D. (2015). On the classification of Kenyah and Kayanic languages. Oceanic Linguistics, 54, 2, 333-357.
Uma’ Pawe	waha1238-1	waha1238	waha1238	five	ləme			barlowpacific	Smith2015	pp.351-353		
Lebo' Vo' Kenyah, Indonesia	waha1238-1	waha1238	waha1238	five	ləmɨ			chan2019	Kenyah-Wahau-Lebo.htm		Mr. Alexander D. Smith, PhD Graduate student, Department of Linguistics, University of Hawaii at Manoa, Hawaii, USA, July 22, 2015.	Lebo' Vo' of Long San has a decimal system with a particular sound <ʄ>, a barred j with a hook, as in numbers 1. ʄo, 7. tuʄək and 10. ʄap, it is a voiced implosive palatal stop. Kenyah. Spoken at Long San, Long Selaan, and Long Ikang, along the Baram River, Sarawak, Malaysia. Very close to the Akah tributary. Consultants: Michael Laing Serang and Mina Meneng Ngau.
Wahau Kenyah, Indonesia	waha1238-2	waha1238	waha1238	five	ləmɛ			chan2019	Kenyah-Wahau.htm		Dr. Antonia Soriente, Department of Linguistics, Max Planck Institute of Evolutionary Anthropology, Leipzig, Germany, February 2, 2006.	Wahau Kenyah has a decimal system. The data was taken from Lebu' Kulit dialect.
Ambel	waig1244-1	waig1244	waig1244	five	lim			barlowpacific	Remijsen2001	pp.147, 152		
Ambel (Waigeo), Papua, Indonesia	waig1244-1	waig1244	waig1244	five	lím			chan2019	Waigeo-Ambel.htm		Miss Laura Arnold, PhD candidate, Department of Linguistics and English, University of Edinburgh, U.K., September 17, 2014, August 9, 2015,	Ambel (Waigeo) has a decimal system. For 1000 the Indonesian term /juta/ is much more commonly used). Note that Ambel is tonal. I am analysing the system as being an underlying two-way contrast, /H/ vs syllables unspecified for tone. I have marked syllables which bear /H/ with an accent.
Ambèr	waig1244-2	waig1244	waig1244	five	lĕm			barlowpacific	Galis1955	p.138		
Ambèr	waig1244-2	waig1244	waig1244	five	lim			barlowpacific	Galis1955	p.138		
Amber	waig1244-3	waig1244	waig1244	five	lim			barlowpacific	Grace1956pdf34	p.8 [of pdf]		
Wailapa	1114	wail1242	wail1242	five	mo lima		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Wailapa, Vanuatu	wail1242-1	wail1242	wail1242	five	mo lima			chan2019	Wailapa.htm		Mr. Jeff Batcock, SIL-International, Vanuatu, May 16, 2006.	Wailapa has a quinary system of counting similar to that of Amblong and Narango.
Wailapa	1114	wail1242	wail1242	hand	loloi-lima-ku		1, 64	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Roro	220	waim1251	waim1251	five	ma-ani			abvd	Miria-Tairea-220-2005		Matilda Miria-Tairea	
Roro	1451	waim1251	waim1251	five	ma-ani			abvd	schlossberg2012		Schlossberg (2012)	"Schlossberg's data come from various sources.
See Schlossberg 2012 for details"
Roro	waim1251-1	waim1251	waim1251	five	ima			barlowpacific	Lean1986Vol07	p.22	20 CSQ. Village lying in four dialect areas.	
Waima (Roro), Papua New Guinea	waim1251-1	waim1251	waim1251	five	ima			chan2019	Roro-Waima.htm		Mr. Namsoo Kim, SIL International, Papua New Guinea. July, 1999.	Waima or Roro has a decimal system with particular substructure for numbers 6, 7, 8 and 9.
Roro	220	waim1251	waim1251	hand	íma-		1,65	abvd	Miria-Tairea-220-2005		Matilda Miria-Tairea	
Roro	1451	waim1251	waim1251	hand	ima-		1,65	abvd	schlossberg2012		Schlossberg (2012)	"Schlossberg's data come from various sources.
See Schlossberg 2012 for details"
Waima'a	1368	waim1252	waim1252	five	lime		1	abvd	d_Beloetal_Waimaa		Belo et al. n.d.	
Waima'a	waim1252	waim1252	waim1252	five	kai_lime	Alternative: kailim		lexirumah	himmelmann06			
Waima'a, East Timor	waim1252-1	waim1252	waim1252	five	kailima			chan2019	Waimaa.htm		Dr. Geoffrey Hull, National Institute of Linguistics (Insitituto Nacional de Linguistica), East Timor. June 17, 1996.	Waima'a has a decimal system of counting.
Waima'a	1368	waim1252	waim1252	hand	lime		1,64	abvd	d_Beloetal_Waimaa		Belo et al. n.d.	
Kumamba	wakd1237-1	wakd1237	wakd1237	five	lim			barlowpacific	Ray1912	pp.340-341		
Mo (Wakde), Papua, Indonesia	wakd1237-1	wakd1237	wakd1237	five	mimafarfaru			chan2019	Mo-Sobei.htm		Miss Stin Sawi through Mrs. Jackie Menanti, Summer Institute of Linguistics, Papua (Irian Jaya), Indonesia. August 4, 2005. Taken from SIL linguistics survey, 2006.	Mo or Wakde has a quinary-decimal counting system, there are missing terms after ten.
Mo (Wakde), Papua, Indonesia	wakd1237-1	wakd1237	wakd1237	five	rim			chan2019	Mo-Sobei.htm		Miss Stin Sawi through Mrs. Jackie Menanti, Summer Institute of Linguistics, Papua (Irian Jaya), Indonesia. August 4, 2005. Taken from SIL linguistics survey, 2006.	Mo or Wakde has a quinary-decimal counting system, there are missing terms after ten.
Sobei-groep Wakde	wakd1237-2	wakd1237	wakd1237	five	lim			barlowpacific	Galis1955	p.142		
Sobei-groep Wakde	wakd1237-2	wakd1237	wakd1237	five	rim			barlowpacific	Galis1955	p.142		
moar I. (wakdé)	wakd1237-3	wakd1237	wakd1237	five	mimfarfaru			barlowpacific	Grace1955pdf23	p.13 [of pdf]		
Langalanga	549	wala1266	wala1266	five	nima	five; irregular *l > n	1, 15	abvd	85830		Tryon & Hackman (1983)	Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.
Langalanga	549	wala1266	wala1266	hand	nima-la	arm	1,66	abvd	85830		Tryon & Hackman (1983)	Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.
Uvea, East	258	wall1257	wall1257	five	nima	L from Tongan (Pawley 2010)	1	abvd	POLLEX		POLLEX 2000 (Bruce Biggs & Ross Clark)	
East Uvea, Wallis and Futuna	wall1257-1	wall1257	wall1257	five	nima			chan2019	Uvea-East-Wallisian.htm		Dr. Claire Moyse-Faurie, LACITO-CNRS, Paris, France, June 14, 2006.	East Uvea or Wallisian has a decimal system similar to that of Tongan.
Uvea, East	258	wall1257	wall1257	hand	nima	Loan from Tongan (Pawley 2010)	1, 64	abvd	POLLEX		POLLEX 2000 (Bruce Biggs & Ross Clark)	
Wampar	wamp1247-1	wamp1247	wamp1247	five	bangid oroz	hand one; Some informants did not use the hands at five, but continued to count in twos and ones until ten or bangid serok ‘two hands’.		barlowpacific	Smith1988	pp.68-69		
Wampar, Papua New Guinea	wamp1247-1	wamp1247	wamp1247	five	baŋidoŋan	(litː 'a hand')		chan2019	Wampar.htm		Mr. Ray Stegman, SIL-Papua New Guinea, recorded from Isaiah Tetang and Jeremiah Herod, native speakers of Wampar, February 8 , 2019.	Wampar has a binary counting system with hands and feet. These Wampar (lbq) numbers were recorded during last year’s (2018) Discover Your Language course.
Wampar (Chivasing village)	wamp1247-2	wamp1247	wamp1247	five	daso bangim	‘bangi-’ = ‘hand’		barlowpacific	LeanMorobe	p.39	SIL (undated). Village: Chivasing.	
Wampar, Papua New Guinea	wamp1247-2	wamp1247	wamp1247	five	baŋid oroz	(litː ''one hand'')		chan2019	Wampar.htm		Dr. Geoffrey P. Smith, The University of Technology, Lae, Papua New Guinea / University of Hong Kong. December 12, 1988.	Wampar has a binary counting system with hands and feet.
Wampar (from CSQs)	wamp1247-3	wamp1247	wamp1247	five	bangid ongan	‘a hand-my’		barlowpacific	LeanMorobe	pp.38-39	3 CSQs. Villages: Wampit (2), Gabensis.	
laewɔmba	wamp1247-4	wamp1247	wamp1247	five	sɛrɔk asɛrɔk ɔrɔts			barlowpacific	Grace1955pdf51	p.31		
Wampar	wamp1247-5	wamp1247	wamp1247	five	bangid ongan	(my one hand) [cf. p.38 <bangi-n> ‘finger, hand, arm, front leg’; p.193 <ongan> ‘a, an, one, anyone, another’]		barlowpacific	Fischer2021	pp.20-21		
Wampar	141	wamp1247	wamp1247	hand	baŋi-n		14	abvd	158598		Blust, from Holzknecht	
Wampar	wamp1247-1	wamp1247	wamp1247	hand	bangid	hand one; Some informants did not use the hands at five, but continued to count in twos and ones until ten or bangid serok ‘two hands’.		barlowpacific	Smith1988	pp.68-69		
Wampar (Chivasing village)	wamp1247-2	wamp1247	wamp1247	hand	bangi-	‘bangi-’ = ‘hand’		barlowpacific	LeanMorobe	p.39	SIL (undated). Village: Chivasing.	
Wampar, Papua New Guinea	wamp1247-2	wamp1247	wamp1247	hand	baŋid	(litː ''one hand'')		chan2019	Wampar.htm		Dr. Geoffrey P. Smith, The University of Technology, Lae, Papua New Guinea / University of Hong Kong. December 12, 1988.	Wampar has a binary counting system with hands and feet.
Wampar (from CSQs)	wamp1247-3	wamp1247	wamp1247	hand	bangid	‘a hand-my’		barlowpacific	LeanMorobe	pp.38-39	3 CSQs. Villages: Wampit (2), Gabensis.	
Wampar	wamp1247-5	wamp1247	wamp1247	hand	bangi-n	(my one hand) [cf. p.38 <bangi-n> ‘finger, hand, arm, front leg’; p.193 <ongan> ‘a, an, one, anyone, another’]		barlowpacific	Fischer2021	pp.20-21		
Wampur	wamp1248-1	wamp1248	wamp1248	five	bacin marahin sib	hand half		barlowpacific	Smith1988	pp.68-69		
Wampur	wamp1248-1	wamp1248	wamp1248	five	bangcian marahin sib	alternative form of the word for ‘hand’		barlowpacific	Smith1988	pp.68-69		
Wampur, Papua New Guinea	wamp1248-1	wamp1248	wamp1248	five	baʔinasih	(litː 'hand half')		chan2019	Wampur.htm		Dr. Susanne Holzknecht. Department of Linguistics, The Australian National University, Canberra, Australia. October 21, 1998.	According to Sue Holzknecht's old data recorded 20 years ago. Wampur people might have an old counting system combines a counting system based on two with tallying on hand and feet up to 20, however, nowadays, the traditional numbers beyond ten are seldom used.
Wampur	wamp1248-1	wamp1248	wamp1248	hand	bacin	hand half		barlowpacific	Smith1988	pp.68-69		
Wampur	wamp1248-1	wamp1248	wamp1248	hand	bangcian	alternative form of the word for ‘hand’		barlowpacific	Smith1988	pp.68-69		
Windesi Wandamen	145	wand1267	wand1267	five	rime	from EAG field notes	1	abvd	121185;van1915a		Blust, from Van Balen, & Anceaux	v is [β]. Van Balen's materials may be reliable (collected in the first half of the 20th century), but Anceaux relies on second-hand sources and transcriptions, so while general word shapes are accurate details may be off (ie b for β, etc).
Wandáma	wand1267-1	wand1267	wand1267	five	rim			barlowpacific	Galis1955	p.140		
Wandamen, Papua, Indonesia	wand1267-1	wand1267	wand1267	five	rim			chan2019	Wandamen.htm		Mr. Marcel de Jong, GKII/ GKITP (Gereja Kristen Indonesia, Indonesian Christian Church), Papua, Indonesia, February 21, 2015.	Wandamen or Wondama has a quinary-vigesimal system. The word siniotu siri is derived from ''one person'' Numbers 1 to 5 as well as number 10 are written with one word; 6-9 with three words, meaning ‘5 and 1’, ‘5 and 2’ etc. Counting system: 1st until 5th finger, 6 - 10 using the fingers of both hands, 11-20 using the toes of both feet. Numbers 11-15 are written with three words, meaning: ’10 and 1’, ’10 and 2’ etc. Numbers 16-19 are written with five words, meaning: ’10 and 5 and 1’, ’10 and 5 and 2’ etc. For number 20 the word ‘person’ is used; this of course because an intact person represents number 20 (10 fingers and 10 toes); hence that’s also how number 20 is counted. So, 21= ‘person and 1’etc. 40=’two persons’. 60=’three persons’. 80=’4 persons’. 30=’one person and 10’. 50=’2 persons and 10’ etc.
Wandammen	wand1267-2	wand1267	wand1267	five	rīm			barlowpacific	Ray1912	pp.340-341		
Wandamen, Papua, Indonesia	wand1267-2	wand1267	wand1267	five	rime or rim			chan2019	Wandamen.htm		Ms. Emily Gasser, PhD student, Department of Linguistics, Yale University, USA. May 11, 2012. April 24, 2012. Reference: Windesi Grammar: H. K. J. Cowan, Source: Oceania, Vol. 26, No. 1, (Sep., 1955), pp. 42-58 Published by: Oceania Publications.	"Wandamen or Windesi has a quinary system: the words for ""six"" up to ""nine"" are compounded by that for ""five"" with those for ""one"" up to ""four/'' but there is a separate word for ""ten/' ""Twenty'' however, siniontu siri is ""one man"" (i.e. his fingers and toes together). The series up to ""ten"" is : siri, tnonu (Wan., muandu), torn, at (Wan. ate), rim, rime siri, rime mona (muaridu), rim e torn, rime at, sura. The word ''siniontu siri '' is derived from ''one man''."
Wandesi <Windesi>	wand1267-3	wand1267	wand1267	five	riem			barlowpacific	Stokhof1982Vol5.1	p.57		
Wandamen, Papua, Indonesia	wand1267-3	wand1267	wand1267	five	rim			chan2019	Wandamen.htm		Mr. & Mrs. Theodore & Jean Henning, Summer Institute of Linguistics, Irian Jaya, Indonesia, August 20, 1993.	Wandamen has a quinary-vigesimal system. The word siniontu siri is derived from ''one man''.
Wendèsi	wand1267-4	wand1267	wand1267	five	rimĕ			barlowpacific	Galis1955	p.140		
Windesi (N. New Guinea)	wand1267-5	wand1267	wand1267	five	rim			barlowpacific	Stokhof1982Vol5.1	pp.74-75		
Wamesa	wand1267-6	wand1267	wand1267	five	rim			barlowpacific	Grace1956pdf27	p.9 [of pdf]		
wandamen - yakati (village)	wand1267-7	wand1267	wand1267	five	rim			barlowpacific	Grace1955pdf50	p.55 [of pdf]		
Windesi Wandamen	145	wand1267	wand1267	hand	vara		16	abvd	121185;van1915a		Blust, from Van Balen, & Anceaux	v is [β]. Van Balen's materials may be reliable (collected in the first half of the 20th century), but Anceaux relies on second-hand sources and transcriptions, so while general word shapes are accurate details may be off (ie b for β, etc).
Wanukaka	319	wanu1241	wanu1241	five	lima		1	abvd	Asplund-319-2005		Titus T. Molu, kepala desa Pahola, Wanukaka	short vowels: Ã , i, u, Ã¨, Ã² long vovels: a, Ã­, Ãº. e, o implosive consonants: bh, dh words from the Rua dialect are noted if different
Wanukaka, Sumba, Indonesia	wanu1241-1	wanu1241	wanu1241	five	lima			chan2019	Wanukaka.htm		Kering Raya S. H. and Dr. A. A. Yewangoe, Rektor, Universitas Kristen Artha Wacana, Kupang, Indonesia, June 17, 1998.	Wanukaka has a decimal system similar to that of Anakalangu.
Wanukaka	319	wanu1241	wanu1241	hand	lima		1,64	abvd	Asplund-319-2005		Titus T. Molu, kepala desa Pahola, Wanukaka	short vowels: Ã , i, u, Ã¨, Ã² long vovels: a, Ã­, Ãº. e, o implosive consonants: bh, dh words from the Rua dialect are noted if different
Bicolano - Bulan	wara1299-1	wara1299	wara1299	five	límɑ			barlowpacific	Nickell1978	pp.3-7		
Waray-Waray	513	wara1300	wara1300	five	limá		1	abvd	Rajki-513-2008		Andras Rajki	
Samar-Leyte	783	wara1300	wara1300	five	limá		1	abvd	410676		Alfonsa E. Tizon	Tizon, Alfonsa E. 1972. Tagalog-Samar-Leyte cognate words with identical and different meanings. Manila, Philippines: Institute of National Language.
Waray-Waray, Philippines	wara1300-1	wara1300	wara1300	five	li'ma			chan2019	Waray-Waray.htm		Dr. R. David Zorc, SIL International, Philippines. 1988.	Waray-Waray has a system similar to that of Cebuano. Now, like most Visayan languages, Spanish numbers beyond ten are more often used.
Waray-Waray	513	wara1300	wara1300	hand	kamót		21,68	abvd	Rajki-513-2008		Andras Rajki	
Samar-Leyte	783	wara1300	wara1300	hand	kamót		21,68	abvd	410676		Alfonsa E. Tizon	Tizon, Alfonsa E. 1972. Tagalog-Samar-Leyte cognate words with identical and different meanings. Manila, Philippines: Institute of National Language.
Warembori	ware1253	ware1253	ware1253	five	rinti			lexirumah	donohue99			
Warembori	ware1253-1	ware1253	ware1253	five	parinisi			barlowpacific	Galis1955	p.142		
Warembori	ware1253-2	ware1253	ware1253	five	rinti			barlowpacific	Donohue1999	p.53		
Warembori	ware1253	ware1253	ware1253	hand	ke+βera+ro			lexirumah	donohue99			
Waropen	142	waro1242	waro1242	five	rimo	Ambumi and Napan-Weinami dialect	1	abvd	61752		Held (1942)	Held, G. J. 1942. Grammatica van het Waropensch. Verhandelingen van het Koninklijk Bataviaasch Genootschap van Kunsten en Wetenschappen, deel LXXVII, Eerstestuk. Den Haag: Martinus Nijhoff
Waropen	142	waro1242	waro1242	five	waŋgea	Other dialects		abvd	61752		Held (1942)	Held, G. J. 1942. Grammatica van het Waropensch. Verhandelingen van het Koninklijk Bataviaasch Genootschap van Kunsten en Wetenschappen, deel LXXVII, Eerstestuk. Den Haag: Martinus Nijhoff
Waropen	waro1242-1	waro1242	waro1242	five	rimò			barlowpacific	Galis1955	p.140		
Waropen Kai, Papua, Indonesia	waro1242-1	waro1242	waro1242	five	rimo			chan2019	Waropen.htm		Mr. Marcel de Jong, GKII/ GKITP (Gereja Kristen Indonesia, Indonesian Christian Church), Papua, Indonesia, February 21, 2015.	The Kai dialect of Waropen has a vigesimal system. Numbers 1 to 10 are written with one word. Counting system: Numbers 11-19 are written with three words, meaning ’10 + 1’, ’10 + 2’ etc. Counting system for number 20 is by using all fingers and toes. So, the word used for number 20 means: ’intact’, ’everything’, that is all numbers from an intact person. Hence, nunggu natio ‘one person’ also means ‘20’, or with using ‘asatio’ which is a short form of ‘sasa etio’ (one person). Further, the table of 20 is used, for instance ‘asanduo ‘ (two persons) means 40; asanggoro (3 persons) for 60, asanggako (4 persons) for 80, asandimo (5) persons for 100, etc. Further, the counting system for counting after number 20 is: ’20 plus 1’, ‘ 20 plus 2’, ‘20plus 3’ etc. The counting system for counting number 21 is: ‘asati oka wosio’ meaning ’20 plus 1’.
Waropen Coast	waro1242-2	waro1242	waro1242	five	Li måw			barlowpacific	Stokhof1982Vol5.1	p.85		
Waropen Coast	waro1242-2	waro1242	waro1242	five	Nan dī mo	(5th finger) with one finger of the other hand = 6		barlowpacific	Stokhof1982Vol5.1	p.85		
Waropen, Papua, Indonesia	waro1242-2	waro1242	waro1242	five	baŋɡei kenano			chan2019	Waropen.htm		Mr. Paul van Velzen, Leiden University, Netherlands, May 5, 2012. Data recorded October, 1993.	Waropen has a traditional quinary, vigesimal numeral system, but now it has adopted the decimal system. Notesː 1. 1. The first 4 numerals (1 to 4) are root numerals and appear only in compounds, there are several sets, of which the prefix wo- is the inanimate unmarked variety, as apposed to naŋ- which is used to count animate nouns. Furthermore we find roŋ- to count fathems, fe- to count slices of folded sago and eŋ- to express a total. 2. 2. Numeral roots cannot be found in isolation but are at least followed by the noun phrase marker –o. 3. *We have encountered an archaic Austronesian set of numerals from five to nine in the village of Napan and in oral literature. The /χ/ represents voiced pharyngeal fricative. It is possible that χ is a prefix. 4. ** nuŋgu represents one full person. As a person is animate it is followed by the numeral set with prefix naŋ-. 5. *** no units for 300 or more were found, except one instance: wana, for 400, but this could not be verified against other informants. 6. 3. Reduplication is possible on numerals from 1 to 5 and 10. 7. 4. Number is expressed on verbal paradigm, where I distinguish single, dual, trial and plural. Dual is always used to indicate two persons, trial always indicates three persons, and plural is used for four persons or more. This system is adopted in the local variety of Malay. 8. 5. Stress is expressed by relative high pitch on the penultimate syllable of the compound noun.
Waropen, Papua, Indonesia	waro1242-2	waro1242	waro1242	five	rimo			chan2019	Waropen.htm		Mr. Paul van Velzen, Leiden University, Netherlands, May 5, 2012. Data recorded October, 1993.	Waropen has a traditional quinary, vigesimal numeral system, but now it has adopted the decimal system. Notesː 1. 1. The first 4 numerals (1 to 4) are root numerals and appear only in compounds, there are several sets, of which the prefix wo- is the inanimate unmarked variety, as apposed to naŋ- which is used to count animate nouns. Furthermore we find roŋ- to count fathems, fe- to count slices of folded sago and eŋ- to express a total. 2. 2. Numeral roots cannot be found in isolation but are at least followed by the noun phrase marker –o. 3. *We have encountered an archaic Austronesian set of numerals from five to nine in the village of Napan and in oral literature. The /χ/ represents voiced pharyngeal fricative. It is possible that χ is a prefix. 4. ** nuŋgu represents one full person. As a person is animate it is followed by the numeral set with prefix naŋ-. 5. *** no units for 300 or more were found, except one instance: wana, for 400, but this could not be verified against other informants. 6. 3. Reduplication is possible on numerals from 1 to 5 and 10. 7. 4. Number is expressed on verbal paradigm, where I distinguish single, dual, trial and plural. Dual is always used to indicate two persons, trial always indicates three persons, and plural is used for four persons or more. This system is adopted in the local variety of Malay. 8. 5. Stress is expressed by relative high pitch on the penultimate syllable of the compound noun.
Waropen: village Góti <Sóti?>	waro1242-3	waro1242	waro1242	five	banggekenaho			barlowpacific	Stokhof1982Vol5.1	pp.96-97		
Waropen: village Góti <Sóti?>	waro1242-3	waro1242	waro1242	five	rimo			barlowpacific	Stokhof1982Vol5.1	pp.96-97		
Waropin	waro1242-4	waro1242	waro1242	five	rimo			barlowpacific	Ray1912	pp.340-341		
varopen [waropen] (Wonti village)	waro1242-5	waro1242	waro1242	five	rimo			barlowpacific	Grace1955pdf20	p.9		
Waropen	142	waro1242	waro1242	hand	baha		16	abvd	61752		Held (1942)	Held, G. J. 1942. Grammatica van het Waropensch. Verhandelingen van het Koninklijk Bataviaasch Genootschap van Kunsten en Wetenschappen, deel LXXVII, Eerstestuk. Den Haag: Martinus Nijhoff
Waropen	142	waro1242	waro1242	hand	waha		16	abvd	61752		Held (1942)	Held, G. J. 1942. Grammatica van het Waropensch. Verhandelingen van het Koninklijk Bataviaasch Genootschap van Kunsten en Wetenschappen, deel LXXVII, Eerstestuk. Den Haag: Martinus Nijhoff
Waru	915	waru1266	waru1266	five	olimo			abvd	161612		Mead, D. (1999)	"Mead, David. 1999. The Bungku–Tolaki languages of south-eastern Sulawesi, Indonesia. Canberra: Pacific Linguistics D-91.

ɸ = voiceless bilabial fricative
β = voiced bilabial fricative"
